"","Survived","Pclass","Sex","Age","Fare","Embarked","Titol","Isalone","Fare_disc"
"447","1",2,1,1,19.5,"0","2",1,"Q3"
"448","1",1,0,3,26.55,"0","1",0,"Q3"
"449","1",3,1,1,19.2583,"1","2",1,"Q3"
"450","1",1,0,4,30.5,"0","5",0,"Q3"
"451","0",2,0,3,27.75,"0","1",1,"Q3"
"452","0",3,0,2,19.9667,"0","1",1,"Q3"
"453","0",1,0,2,27.75,"1","1",0,"Q3"
"454","1",1,0,4,89.1042,"1","1",1,"Q4"
"455","0",3,0,2,8.05,"0","1",0,"Q2"
"456","1",3,0,2,7.8958,"1","1",0,"Q1"
"457","0",1,0,5,26.55,"0","1",0,"Q3"
"458","1",1,1,3,51.8625,"0","1",1,"Q4"
"459","1",2,1,4,10.5,"0","2",0,"Q2"
"460","0",3,0,2,7.75,"2","1",0,"Q1"
"461","1",1,0,4,26.55,"0","1",0,"Q3"
"462","0",3,0,3,8.05,"0","1",0,"Q2"
"463","0",1,0,3,38.5,"0","1",0,"Q4"
"464","0",2,0,4,13,"0","1",0,"Q2"
"465","0",3,0,2,8.05,"0","1",0,"Q2"
"466","0",3,0,3,7.05,"0","1",0,"Q1"
"467","0",2,0,2,0,"0","1",0,"Q1"
"468","0",1,0,4,26.55,"0","1",0,"Q3"
"469","0",3,0,2,7.725,"2","1",0,"Q1"
"470","1",3,1,1,19.2583,"1","2",1,"Q3"
"471","0",3,0,2,7.25,"0","1",0,"Q1"
"472","0",3,0,3,8.6625,"0","1",0,"Q2"
"473","1",2,1,3,27.75,"0","1",1,"Q3"
"474","1",2,1,2,13.7917,"1","1",0,"Q2"
"475","0",3,1,2,9.8375,"0","2",0,"Q2"
"476","0",1,0,3,52,"0","1",0,"Q4"
"477","0",2,0,3,21,"0","1",1,"Q3"
"478","0",3,0,2,7.0458,"0","1",1,"Q1"
"479","0",3,0,2,7.5208,"0","1",0,"Q1"
"480","1",3,1,1,12.2875,"0","2",1,"Q2"
"481","0",3,0,1,46.9,"0","4",1,"Q4"
"482","0",2,0,2,0,"0","1",0,"Q1"
"483","0",3,0,4,8.05,"0","1",0,"Q2"
"484","1",3,1,4,9.5875,"0","1",0,"Q2"
"485","1",1,0,2,91.0792,"1","1",1,"Q4"
"486","0",3,1,2,25.4667,"0","2",1,"Q3"
"487","1",1,1,3,90,"0","1",1,"Q4"
"488","0",1,0,4,29.7,"1","1",0,"Q3"
"489","0",3,0,2,8.05,"0","1",0,"Q2"
"490","1",3,0,1,15.9,"0","4",1,"Q3"
"491","0",3,0,2,19.9667,"0","1",1,"Q3"
"492","0",3,0,2,7.25,"0","1",0,"Q1"
"493","0",1,0,4,30.5,"0","1",0,"Q3"
"494","0",1,0,5,49.5042,"1","1",0,"Q4"
"495","0",3,0,2,8.05,"0","1",0,"Q2"
"496","0",3,0,2,14.4583,"1","1",0,"Q3"
"497","1",1,1,4,78.2667,"1","2",1,"Q4"
"498","0",3,0,2,15.1,"0","1",0,"Q3"
"499","0",1,1,2,151.55,"0","1",1,"Q4"
"500","0",3,0,2,7.7958,"0","1",0,"Q1"
"501","0",3,0,2,8.6625,"0","1",0,"Q2"
"502","0",3,1,2,7.75,"2","2",0,"Q1"
"503","0",3,1,2,7.6292,"2","2",0,"Q1"
"504","0",3,1,3,9.5875,"0","2",0,"Q2"
"505","1",1,1,2,86.5,"0","2",0,"Q4"
"506","0",1,0,2,108.9,"1","1",1,"Q4"
"507","1",2,1,3,26,"0","1",1,"Q3"
"508","1",1,0,3,26.55,"0","1",0,"Q3"
"509","0",3,0,2,22.525,"0","1",0,"Q3"
"510","1",3,0,2,56.4958,"0","1",0,"Q4"
"511","1",3,0,2,7.75,"2","1",0,"Q1"
"512","0",3,0,2,8.05,"0","1",0,"Q2"
"513","1",1,0,3,26.2875,"0","1",0,"Q3"
"514","1",1,1,4,59.4,"1","1",1,"Q4"
"515","0",3,0,2,7.4958,"0","5",0,"Q1"
"516","0",1,0,3,34.0208,"0","1",0,"Q4"
"517","1",2,1,3,10.5,"0","1",0,"Q2"
"518","0",3,0,2,24.15,"2","1",0,"Q3"
"519","1",2,1,3,26,"0","1",1,"Q3"
"520","0",3,0,3,7.8958,"0","1",0,"Q1"
"521","1",1,1,2,93.5,"0","2",0,"Q4"
"522","0",3,0,2,7.8958,"0","1",0,"Q1"
"523","0",3,0,2,7.225,"1","1",0,"Q1"
"524","1",1,1,3,57.9792,"1","1",1,"Q4"
"525","0",3,0,2,7.2292,"1","1",0,"Q1"
"526","0",3,0,3,7.75,"2","1",0,"Q1"
"527","1",2,1,4,10.5,"0","2",0,"Q2"
"528","0",1,0,3,221.7792,"0","1",0,"Q4"
"529","0",3,0,3,7.925,"0","1",0,"Q2"
"530","0",2,0,2,11.5,"0","1",1,"Q2"
"531","1",2,1,1,26,"0","2",1,"Q3"
"532","0",3,0,2,7.2292,"1","1",0,"Q1"
"533","0",3,0,2,7.2292,"1","1",1,"Q1"
"534","1",3,1,2,22.3583,"1","1",1,"Q3"
"535","0",3,1,2,8.6625,"0","2",0,"Q2"
"536","1",2,1,1,26.25,"0","2",1,"Q3"
"537","0",1,0,3,26.55,"0","5",0,"Q3"
"538","1",1,1,2,106.425,"1","2",0,"Q4"
"539","0",3,0,2,14.5,"0","1",0,"Q3"
"540","1",1,1,2,49.5,"1","2",1,"Q4"
"541","1",1,1,3,71,"0","2",1,"Q4"
"542","0",3,1,1,31.275,"0","2",1,"Q4"
"543","0",3,1,1,31.275,"0","2",1,"Q4"
"544","1",2,0,3,26,"0","1",1,"Q3"
"545","0",1,0,4,106.425,"1","1",1,"Q4"
"546","0",1,0,5,26,"0","1",0,"Q3"
"547","1",2,1,2,26,"0","1",1,"Q3"
"548","1",2,0,2,13.8625,"1","1",0,"Q2"
"549","0",3,0,3,20.525,"0","1",1,"Q3"
"550","1",2,0,1,36.75,"0","4",1,"Q4"
"551","1",1,0,2,110.8833,"1","1",1,"Q4"
"552","0",2,0,2,26,"0","1",0,"Q3"
"553","0",3,0,2,7.8292,"2","1",0,"Q1"
"554","1",3,0,2,7.225,"1","1",0,"Q1"
"555","1",3,1,2,7.775,"0","2",0,"Q1"
"556","0",1,0,4,26.55,"0","1",0,"Q3"
"557","1",1,1,4,39.6,"1","1",1,"Q4"
"558","0",1,0,3,227.525,"1","1",0,"Q4"
"559","1",1,1,3,79.65,"0","1",1,"Q4"
"560","1",3,1,3,17.4,"0","1",1,"Q3"
"561","0",3,0,2,7.75,"2","1",0,"Q1"
"562","0",3,0,3,7.8958,"0","1",0,"Q1"
"563","0",2,0,2,13.5,"0","1",0,"Q2"
"564","0",3,0,2,8.05,"0","1",0,"Q2"
"565","0",3,1,2,8.05,"0","2",0,"Q2"
"566","0",3,0,2,24.15,"0","1",1,"Q3"
"567","0",3,0,2,7.8958,"0","1",0,"Q1"
"568","0",3,1,2,21.075,"0","1",1,"Q3"
"569","0",3,0,2,7.2292,"1","1",0,"Q1"
"570","1",3,0,3,7.8542,"0","1",0,"Q1"
"571","1",2,0,4,10.5,"0","1",0,"Q2"
"572","1",1,1,4,51.4792,"0","1",1,"Q4"
"573","1",1,0,3,26.3875,"0","1",0,"Q3"
"574","1",3,1,2,7.75,"2","2",0,"Q1"
"575","0",3,0,2,8.05,"0","1",0,"Q2"
"576","0",3,0,2,14.5,"0","1",0,"Q3"
"577","1",2,1,3,13,"0","2",0,"Q2"
"578","1",1,1,3,55.9,"0","1",1,"Q4"
"579","0",3,1,2,14.4583,"1","1",1,"Q3"
"580","1",3,0,3,7.925,"0","1",0,"Q2"
"581","1",2,1,2,30,"0","2",1,"Q3"
"582","1",1,1,3,110.8833,"1","1",1,"Q4"
"583","0",2,0,4,26,"0","1",0,"Q3"
"584","0",1,0,3,40.125,"1","1",0,"Q4"
"585","0",3,0,2,8.7125,"1","1",0,"Q2"
"586","1",1,1,2,79.65,"0","2",1,"Q4"
"587","0",2,0,3,15,"0","1",0,"Q3"
"588","1",1,0,4,79.2,"1","1",1,"Q4"
"589","0",3,0,2,8.05,"0","1",0,"Q2"
"590","0",3,0,2,8.05,"0","1",0,"Q2"
"591","0",3,0,3,7.125,"0","1",0,"Q1"
"592","1",1,1,4,78.2667,"1","1",1,"Q4"
"593","0",3,0,3,7.25,"0","1",0,"Q1"
"594","0",3,1,2,7.75,"2","2",1,"Q1"
"595","0",2,0,3,26,"0","1",1,"Q3"
"596","0",3,0,3,24.15,"0","1",1,"Q3"
"597","1",2,1,2,33,"0","2",0,"Q4"
"598","0",3,0,4,0,"0","1",0,"Q1"
"599","0",3,0,2,7.225,"1","1",0,"Q1"
"600","1",1,0,4,56.9292,"1","1",1,"Q4"
"601","1",2,1,2,27,"0","1",1,"Q3"
"602","0",3,0,2,7.8958,"0","1",0,"Q1"
"603","0",1,0,3,42.4,"0","1",0,"Q4"
"604","0",3,0,3,8.05,"0","1",0,"Q2"
"605","1",1,0,3,26.55,"1","1",0,"Q3"
"606","0",3,0,3,15.55,"0","1",1,"Q3"
"607","0",3,0,2,7.8958,"0","1",0,"Q1"
"608","1",1,0,2,30.5,"0","1",0,"Q3"
"609","1",2,1,2,41.5792,"1","1",1,"Q4"
"610","1",1,1,3,153.4625,"0","2",0,"Q4"
"611","0",3,1,3,31.275,"0","1",1,"Q4"
"612","0",3,0,2,7.05,"0","1",0,"Q1"
"613","1",3,1,2,15.5,"2","2",1,"Q3"
"614","0",3,0,2,7.75,"2","1",0,"Q1"
"615","0",3,0,3,8.05,"0","1",0,"Q2"
"616","1",2,1,2,65,"0","2",1,"Q4"
"617","0",3,0,3,14.4,"0","1",1,"Q2"
"618","0",3,1,2,16.1,"0","1",1,"Q3"
"619","1",2,1,1,39,"0","2",1,"Q4"
"620","0",2,0,2,10.5,"0","1",0,"Q2"
"621","0",3,0,2,14.4542,"1","1",1,"Q2"
"622","1",1,0,3,52.5542,"0","1",1,"Q4"
"623","1",3,0,2,15.7417,"1","1",1,"Q3"
"624","0",3,0,2,7.8542,"0","1",0,"Q1"
"625","0",3,0,2,16.1,"0","1",0,"Q3"
"626","0",1,0,4,32.3208,"0","1",0,"Q4"
"627","0",2,0,4,12.35,"2","5",0,"Q2"
"628","1",1,1,2,77.9583,"0","2",0,"Q4"
"629","0",3,0,2,7.8958,"0","1",0,"Q1"
"630","0",3,0,2,7.7333,"2","1",0,"Q1"
"631","1",1,0,5,30,"0","1",0,"Q3"
"632","0",3,0,4,7.0542,"0","1",0,"Q1"
"633","1",1,0,3,30.5,"1","5",0,"Q3"
"634","0",1,0,3,0,"0","1",0,"Q1"
"635","0",3,1,1,27.9,"0","2",1,"Q3"
"636","1",2,1,2,13,"0","2",0,"Q2"
"637","0",3,0,3,7.925,"0","1",0,"Q2"
"638","0",2,0,2,26.25,"0","5",1,"Q3"
"639","0",3,1,3,39.6875,"0","1",1,"Q4"
"640","0",3,0,2,16.1,"0","1",1,"Q3"
"641","0",3,0,2,7.8542,"0","1",0,"Q1"
"642","1",1,1,2,69.3,"1","2",0,"Q4"
"643","0",3,1,1,27.9,"0","2",1,"Q3"
"644","1",3,0,2,56.4958,"0","1",0,"Q4"
"645","1",3,1,1,19.2583,"1","2",1,"Q3"
"646","1",1,0,4,76.7292,"1","1",1,"Q4"
"647","0",3,0,2,7.8958,"0","1",0,"Q1"
"648","1",1,0,4,35.5,"1","5",0,"Q4"
"649","0",3,0,2,7.55,"0","1",0,"Q1"
"650","1",3,1,2,7.55,"0","2",0,"Q1"
"651","0",3,0,2,7.8958,"0","1",0,"Q1"
"652","1",2,1,2,23,"0","2",1,"Q3"
"653","0",3,0,2,8.4333,"0","1",0,"Q2"
"654","1",3,1,2,7.8292,"2","2",0,"Q1"
"655","0",3,1,2,6.75,"2","2",0,"Q1"
"656","0",2,0,2,73.5,"0","1",1,"Q4"
"657","0",3,0,2,7.8958,"0","1",0,"Q1"
"658","0",3,1,3,15.5,"2","1",1,"Q3"
"659","0",2,0,2,13,"0","1",0,"Q2"
"660","0",1,0,4,113.275,"1","1",1,"Q4"
"661","1",1,0,4,133.65,"0","5",1,"Q4"
"662","0",3,0,3,7.225,"1","1",0,"Q1"
"663","0",1,0,3,25.5875,"0","5",0,"Q3"
"664","0",3,0,3,7.4958,"0","5",0,"Q1"
"665","1",3,0,2,7.925,"0","1",1,"Q2"
"666","0",2,0,3,73.5,"0","1",1,"Q4"
"667","0",2,0,2,13,"0","1",0,"Q2"
"668","0",3,0,2,7.775,"0","1",0,"Q1"
"669","0",3,0,3,8.05,"0","1",0,"Q2"
"670","1",1,1,3,52,"0","1",1,"Q4"
"671","1",2,1,3,39,"0","1",1,"Q4"
"672","0",1,0,2,52,"0","1",1,"Q4"
"673","0",2,0,5,10.5,"0","1",0,"Q2"
"674","1",2,0,2,13,"0","1",0,"Q2"
"675","0",2,0,2,0,"0","1",0,"Q1"
"676","0",3,0,2,7.775,"0","1",0,"Q1"
"677","0",3,0,2,8.05,"0","1",0,"Q2"
"678","1",3,1,2,9.8417,"0","2",0,"Q2"
"679","0",3,1,3,46.9,"0","1",1,"Q4"
"680","1",1,0,3,512.3292,"1","1",1,"Q4"
"681","0",3,1,2,8.1375,"2","2",0,"Q2"
"682","1",1,0,2,76.7292,"1","1",0,"Q4"
"683","0",3,0,2,9.225,"0","1",0,"Q2"
"684","0",3,0,1,46.9,"0","1",1,"Q4"
"685","0",2,0,4,39,"0","1",1,"Q4"
"686","0",2,0,2,41.5792,"1","1",1,"Q4"
"687","0",3,0,1,39.6875,"0","1",1,"Q4"
"688","0",3,0,2,10.1708,"0","1",0,"Q2"
"689","0",3,0,2,7.7958,"0","1",0,"Q1"
"690","1",1,1,1,211.3375,"0","2",1,"Q4"
"691","1",1,0,2,57,"0","1",1,"Q4"
"692","1",3,1,1,13.4167,"1","2",1,"Q2"
"693","1",3,0,2,56.4958,"0","1",0,"Q4"
"694","0",3,0,2,7.225,"1","1",0,"Q1"
"695","0",1,0,4,26.55,"0","5",0,"Q3"
"696","0",2,0,4,13.5,"0","1",0,"Q2"
"697","0",3,0,3,8.05,"0","1",0,"Q2"
"698","1",3,1,2,7.7333,"2","2",0,"Q1"
"699","0",1,0,4,110.8833,"1","1",1,"Q4"
"700","0",3,0,3,7.65,"0","1",0,"Q1"
"701","1",1,1,2,227.525,"1","1",1,"Q4"
"702","1",1,0,3,26.2875,"0","1",0,"Q3"
"703","0",3,1,2,14.4542,"1","2",1,"Q2"
"704","0",3,0,2,7.7417,"2","1",0,"Q1"
"705","0",3,0,2,7.8542,"0","1",1,"Q1"
"706","0",2,0,3,26,"0","1",0,"Q3"
"707","1",2,1,3,13.5,"0","1",0,"Q2"
"708","1",1,0,3,26.2875,"0","1",0,"Q3"
"709","1",1,1,2,151.55,"0","2",0,"Q4"
"710","1",3,0,2,15.2458,"1","4",1,"Q3"
"711","1",1,1,2,49.5042,"1","2",0,"Q4"
"712","0",1,0,3,26.55,"0","1",0,"Q3"
"713","1",1,0,4,52,"0","1",1,"Q4"
"714","0",3,0,2,9.4833,"0","1",0,"Q2"
"715","0",2,0,4,13,"0","1",0,"Q2"
"716","0",3,0,2,7.65,"0","1",0,"Q1"
"717","1",1,1,3,227.525,"1","2",0,"Q4"
"718","1",2,1,2,10.5,"0","2",0,"Q2"
"719","0",3,0,2,15.5,"2","1",0,"Q3"
"720","0",3,0,3,7.775,"0","1",0,"Q1"
"721","1",2,1,1,33,"0","2",1,"Q4"
"722","0",3,0,2,7.0542,"0","1",1,"Q1"
"723","0",2,0,3,13,"0","1",0,"Q2"
"724","0",2,0,4,13,"0","1",0,"Q2"
"725","1",1,0,2,53.1,"0","1",1,"Q4"
"726","0",3,0,2,8.6625,"0","1",0,"Q2"
"727","1",2,1,2,21,"0","1",1,"Q3"
"728","1",3,1,2,7.7375,"2","2",0,"Q1"
"729","0",2,0,2,26,"0","1",1,"Q3"
"730","0",3,1,2,7.925,"0","2",1,"Q2"
"731","1",1,1,2,211.3375,"0","2",0,"Q4"
"732","0",3,0,1,18.7875,"1","1",0,"Q3"
"733","0",2,0,2,0,"0","1",0,"Q1"
"734","0",2,0,2,13,"0","1",0,"Q2"
"735","0",2,0,2,13,"0","1",0,"Q2"
"736","0",3,0,2,16.1,"0","1",0,"Q3"
"737","0",3,1,4,34.375,"0","1",1,"Q4"
"738","1",1,0,3,512.3292,"1","1",0,"Q4"
"739","0",3,0,2,7.8958,"0","1",0,"Q1"
"740","0",3,0,2,7.8958,"0","1",0,"Q1"
"741","1",1,0,3,30,"0","1",0,"Q3"
"742","0",1,0,3,78.85,"0","1",1,"Q4"
"743","1",1,1,2,262.375,"1","2",1,"Q4"
"744","0",3,0,2,16.1,"0","1",1,"Q3"
"745","1",3,0,2,7.925,"0","1",0,"Q2"
"746","0",1,0,5,71,"0","5",1,"Q4"
"747","0",3,0,2,20.25,"0","1",1,"Q3"
"748","1",2,1,2,13,"0","2",0,"Q2"
"749","0",1,0,2,53.1,"0","1",1,"Q4"
"750","0",3,0,2,7.75,"2","1",0,"Q1"
"751","1",2,1,1,23,"0","2",1,"Q3"
"752","1",3,0,1,12.475,"0","4",1,"Q2"
"753","0",3,0,3,9.5,"0","1",0,"Q2"
"754","0",3,0,2,7.8958,"0","1",0,"Q1"
"755","1",2,1,4,65,"0","1",1,"Q4"
"756","1",2,0,1,14.5,"0","4",1,"Q3"
"757","0",3,0,2,7.7958,"0","1",0,"Q1"
"758","0",2,0,2,11.5,"0","1",0,"Q2"
"759","0",3,0,3,8.05,"0","1",0,"Q2"
"760","1",1,1,3,86.5,"0","5",0,"Q4"
"761","0",3,0,2,14.5,"0","1",0,"Q3"
"762","0",3,0,3,7.125,"0","1",0,"Q1"
"763","1",3,0,2,7.2292,"1","1",0,"Q1"
"764","1",1,1,3,120,"0","1",1,"Q4"
"765","0",3,0,2,7.775,"0","1",0,"Q1"
"766","1",1,1,4,77.9583,"0","1",1,"Q4"
"767","0",1,0,3,39.6,"1","5",0,"Q4"
"768","0",3,1,2,7.75,"2","2",0,"Q1"
"769","0",3,0,2,24.15,"2","1",1,"Q3"
"770","0",3,0,3,8.3625,"0","1",0,"Q2"
"771","0",3,0,2,9.5,"0","1",0,"Q2"
"772","0",3,0,4,7.8542,"0","1",0,"Q1"
"773","0",2,1,4,10.5,"0","1",0,"Q2"
"774","0",3,0,2,7.225,"1","1",0,"Q1"
"775","1",2,1,4,23,"0","1",1,"Q3"
"776","0",3,0,2,7.75,"0","1",0,"Q1"
"777","0",3,0,2,7.75,"2","1",0,"Q1"
"778","1",3,1,1,12.475,"0","2",0,"Q2"
"779","0",3,0,2,7.7375,"2","1",0,"Q1"
"780","1",1,1,3,211.3375,"0","1",1,"Q4"
"781","1",3,1,1,7.2292,"1","2",0,"Q1"
"782","1",1,1,2,57,"0","1",1,"Q4"
"783","0",1,0,2,30,"0","1",0,"Q3"
"784","0",3,0,2,23.45,"0","1",1,"Q3"
"785","0",3,0,2,7.05,"0","1",0,"Q1"
"786","0",3,0,2,7.25,"0","1",0,"Q1"
"787","1",3,1,2,7.4958,"0","2",0,"Q1"
"788","0",3,0,1,29.125,"2","4",1,"Q3"
"789","1",3,0,1,20.575,"0","4",1,"Q3"
"790","0",1,0,3,79.2,"1","1",0,"Q4"
"791","0",3,0,2,7.75,"2","1",0,"Q1"
"792","0",2,0,2,26,"0","1",0,"Q3"
"793","0",3,1,2,69.55,"0","2",1,"Q4"
"794","0",1,0,3,30.6958,"1","1",0,"Q3"
"795","0",3,0,2,7.8958,"0","1",0,"Q1"
"796","0",2,0,3,13,"0","1",0,"Q2"
"797","1",1,1,4,25.9292,"0","5",0,"Q3"
"798","1",3,1,2,8.6833,"0","1",0,"Q2"
"799","0",3,0,2,7.2292,"1","1",0,"Q1"
"800","0",3,1,2,24.15,"0","1",1,"Q3"
"801","0",2,0,3,13,"0","1",0,"Q2"
"802","1",2,1,2,26.25,"0","5",1,"Q3"
"803","1",1,0,1,120,"0","4",1,"Q4"
"804","1",3,0,1,8.5167,"1","4",1,"Q2"
"805","1",3,0,2,6.975,"0","1",0,"Q1"
"806","0",3,0,2,7.775,"0","1",0,"Q1"
"807","0",1,0,3,0,"0","1",0,"Q1"
"808","0",3,1,2,7.775,"0","2",0,"Q1"
"809","0",2,0,3,13,"0","1",0,"Q2"
"810","1",1,1,3,53.1,"0","1",1,"Q4"
"811","0",3,0,2,7.8875,"0","1",0,"Q1"
"812","0",3,0,3,24.15,"0","1",0,"Q3"
"813","0",2,0,3,10.5,"0","1",0,"Q2"
"814","0",3,1,1,31.275,"0","2",1,"Q4"
"815","0",3,0,2,8.05,"0","1",0,"Q2"
"816","0",1,0,3,0,"0","1",0,"Q1"
"817","0",3,1,2,7.925,"0","2",0,"Q2"
"818","0",2,0,2,37.0042,"1","1",1,"Q4"
"819","0",3,0,3,6.45,"0","1",0,"Q1"
"820","0",3,0,1,27.9,"0","4",1,"Q3"
"821","1",1,1,4,93.5,"0","1",1,"Q4"
"822","1",3,0,2,8.6625,"0","1",0,"Q2"
"823","0",1,0,3,0,"0","5",0,"Q1"
"824","1",3,1,2,12.475,"0","1",1,"Q2"
"825","0",3,0,1,39.6875,"0","4",1,"Q4"
"826","0",3,0,2,6.95,"2","1",0,"Q1"
"827","0",3,0,2,56.4958,"0","1",0,"Q4"
"828","1",2,0,1,37.0042,"1","4",1,"Q4"
"829","1",3,0,2,7.75,"2","1",0,"Q1"
"830","1",1,1,4,80,"0","1",0,"Q4"
"831","1",3,1,1,14.4542,"1","1",1,"Q2"
"832","1",2,0,1,18.75,"0","4",1,"Q3"
"833","0",3,0,2,7.2292,"1","1",0,"Q1"
"834","0",3,0,2,7.8542,"0","1",0,"Q1"
"835","0",3,0,2,8.3,"0","1",0,"Q2"
"836","1",1,1,3,83.1583,"1","2",1,"Q4"
"837","0",3,0,2,8.6625,"0","1",0,"Q2"
"838","0",3,0,2,8.05,"0","1",0,"Q2"
"839","1",3,0,3,56.4958,"0","1",0,"Q4"
"840","1",1,0,3,29.7,"1","1",0,"Q3"
"841","0",3,0,2,7.925,"0","1",0,"Q2"
"842","0",2,0,2,10.5,"0","1",0,"Q2"
"843","1",1,1,2,31,"1","2",0,"Q3"
"844","0",3,0,3,6.4375,"1","1",0,"Q1"
"845","0",3,0,2,8.6625,"0","1",0,"Q2"
"846","0",3,0,3,7.55,"0","1",0,"Q1"
"847","0",3,0,2,69.55,"0","1",1,"Q4"
"848","0",3,0,3,7.8958,"1","1",0,"Q1"
"849","0",2,0,2,33,"0","5",1,"Q4"
"850","1",1,1,3,89.1042,"1","1",1,"Q4"
"851","0",3,0,1,31.275,"0","4",1,"Q4"
"852","0",3,0,5,7.775,"0","1",0,"Q1"
"853","0",3,1,1,15.2458,"1","2",1,"Q3"
"854","1",1,1,2,39.4,"0","2",1,"Q4"
"855","0",2,1,3,26,"0","1",1,"Q3"
"856","1",3,1,2,9.35,"0","1",1,"Q2"
"857","1",1,1,3,164.8667,"0","1",1,"Q4"
"858","1",1,0,4,26.55,"0","1",0,"Q3"
"859","1",3,1,2,19.2583,"1","1",1,"Q3"
"860","0",3,0,2,7.2292,"1","1",0,"Q1"
"861","0",3,0,3,14.1083,"0","1",1,"Q2"
"862","0",2,0,2,11.5,"0","1",1,"Q2"
"863","1",1,1,4,25.9292,"0","1",0,"Q3"
"864","0",3,1,2,69.55,"0","2",1,"Q4"
"865","0",2,0,2,13,"0","1",0,"Q2"
"866","1",2,1,3,13,"0","1",0,"Q2"
"867","1",2,1,2,13.8583,"1","2",1,"Q2"
"868","0",1,0,2,50.4958,"0","1",0,"Q4"
"869","0",3,0,2,9.5,"0","1",0,"Q2"
"870","1",3,0,1,11.1333,"0","4",1,"Q2"
"871","0",3,0,2,7.8958,"0","1",0,"Q1"
"872","1",1,1,3,52.5542,"0","1",1,"Q4"
"873","0",1,0,3,5,"0","1",0,"Q1"
"874","0",3,0,3,9,"0","1",0,"Q2"
"875","1",2,1,2,24,"1","1",1,"Q3"
"876","1",3,1,1,7.225,"1","2",0,"Q1"
"877","0",3,0,2,9.8458,"0","1",0,"Q2"
"878","0",3,0,2,7.8958,"0","1",0,"Q1"
"879","0",3,0,2,7.8958,"0","1",0,"Q1"
"880","1",1,1,4,83.1583,"1","1",1,"Q4"
"881","1",2,1,2,26,"0","1",1,"Q3"
"882","0",3,0,3,7.8958,"0","1",0,"Q1"
"883","0",3,1,2,10.5167,"0","2",0,"Q2"
"884","0",2,0,2,10.5,"0","1",0,"Q2"
"885","0",3,0,2,7.05,"0","1",0,"Q1"
"886","0",3,1,3,29.125,"2","1",1,"Q3"
"887","0",2,0,2,13,"0","5",0,"Q2"
"888","1",1,1,2,30,"0","2",0,"Q3"
"889","0",3,1,2,23.45,"0","2",1,"Q3"
"890","1",1,0,2,30,"1","1",0,"Q3"
"891","0",3,0,3,7.75,"2","1",0,"Q1"
